RespondentID,Race,Gender,Age,EducationLevel,EmployementType,PostalCode,Experience,JobTitle,SeniorityLevel,Salary,PromotionStatus,BonusStatus,Industry,EmployeeCount,JobPerformance,IsCompensation,IsGrowth,IsFairness,IsBenefits,IsGrowthOpportunities
11471584928,White,Female,55-64,Bachelor's Degree,Full Time Employee,35203,One to five years,Admin,Mid level,"$40,000 to $49,999",No,No,Finance & Financial Services,"1,000 to 10,000 Employees",Agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Disagree
11471536258,Black/African American,Female,25-34,Bachelor's Degree,Full Time Employee,35203,One to five years,Director,Senior level,"$50,000 to $59,999",Yes,No,Nonprofit,Less than 50 Employees,Agree,Agree,Agree,Strongly agree,Strongly agree,Somewhat agree
11471430880,White,Male,45-54,Some College,Self Employed/Entrepreneur,35203,One to five years,Partner,"C Suite (CEO, CFO, COO, CTO, CSO)",Prefer not to answer,No Answer,,Information Technology and Services,Less than 50 Employees,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly agree
11471419094,White,Female,25-34,Bachelor's Degree,Full Time Employee,35212,One to five years,Senior SEO Coordinator,Senior level,"$40,000 to $49,999",Yes,Yes,Advertising & Marketing,50 to 250 Employees,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11471373286,White,Male,25-34,Master's Degree or Higher,Full Time Employee,98033,One to five years,Human Resources Manager,Senior level,"$100,000 to $149,999",No,Yes,Airlines & Aerospace (including Defense),50 to 250 Employees,Somewhat agree,Strongly agree,Agree,Neither agree nor disagree,Agree,Somewhat agree
11471368788,White,Male,35-44,Master's Degree or Higher,Full Time Employee,35550,Ten years or more,Teacher,Unsure,"$70,000 to $79,999",No,No,Education,"250 to 1,000 Employees",Agree,Agree,Strongly agree,Disagree,Strongly agree,Somewhat agree
11471321903,White,Female,45-54,Master's Degree or Higher,Full Time Employee,35203,Less than one year,Director of Membership & Events,Senior level,"$40,000 to $49,999",No,No,Nonprofit,Less than 50 Employees,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
11471229557,White,Male,45-54,Bachelor's Degree,Long Term Contract Employee,35244,Less than one year,Senior Software Architect,Senior level,"$100,000 to $149,999",No,No,Information Technology and Services,50 to 250 Employees,Neither agree nor disagree,Strongly agree,Somewhat disagree,Disagree,Disagree,Somewhat disagree
11471071354,Hispanic/Latino,Female,35-44,Some High School,Full Time Employee,91105,Ten years or more,Supervisor,Mid level,"$30,000 to $39,999",Yes,Yes,,,,,,,,
11470967219,Black/African American,Male,35-44,Vocational/Technical School,Full Time Employee,60148,Five to ten years,System Admimistrator,Senior level,"$80,000 to $89,999",Yes,Yes,Manufacturing,"1,000 to 10,000 Employees",Somewhat disagree,Somewhat agree,Somewhat disagree,Disagree,Agree,Neither agree nor disagree
11470961293,White,Male,55-64,Master's Degree or Higher,Full Time Employee,45267,Ten years or more,Nurse anesthetist,Health care provider,"$150,000 or more",No,Yes,Healthcare & Pharmaceuticals,50 to 250 Employees,Agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree
11470887090,White,Male,18-24,High School Diploma/GED,Full Time Employee,35210,Less than one year,Guest Service Advisor,Entry level,"$30,000 to $39,999",Yes,No,Entertainment & Leisure,"250 to 1,000 Employees",Agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree
11470782849,White,Female,18-24,Bachelor's Degree,Full Time Employee,35205,One to five years,NURSE,Entry level,"$50,000 to $59,999",No,Yes,Healthcare & Pharmaceuticals,"1,000 to 10,000 Employees",Agree,Agree,Strongly agree,Somewhat agree,Agree,Strongly agree
11470776164,White,Female,25-34,Bachelor's Degree,Full Time Employee,35203,One to five years,Bar Manager,Senior level,"$40,000 to $49,999",Yes,Yes,Food & Beverages,Less than 50 Employees,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree
11470755683,White,Male,25-34,Some College,Full Time Employee,35243,One to five years,DevOps Manager,Senior level,"$100,000 to $149,999",Yes,Yes,"Telecommunications, Technology, Internet & Electronics","250 to 1,000 Employees",Agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Strongly agree
11470664642,Multiracial/Multiethnic,Male,35-44,Master's Degree or Higher,Full Time Employee,54905,One to five years,IT Architect,Senior level,"$100,000 to $149,999",No,Yes,Transportation & Delivery,"1,000 to 10,000 Employees",Agree,Agree,Agree,Agree,Agree,Agree
11470604856,White,Male,25-34,Bachelor's Degree,Full Time Employee,35294,Less than one year,Respiratory Therapist,Entry level,"$30,000 to $39,999",Yes,Yes,,,,,,,,
11470533950,Black/African American,Female,25-34,Some College,Full Time Employee,35209,One to five years,Assistant warehouse manager,Mid level,"$50,000 to $59,999",No,Yes,Business Support & Logistics,"250 to 1,000 Employees",Disagree,Somewhat agree,Strongly disagree,Strongly disagree,,
11470325370,White,Male,25-34,Bachelor's Degree,Full Time Employee,35209,Five to ten years,Portfolio Manager,Mid level,"$100,000 to $149,999",Yes,Yes,Finance & Financial Services,"1,000 to 10,000 Employees",Agree,Agree,Agree,Agree,Somewhat disagree,Agree
11470299334,White,Female,35-44,Bachelor's Degree,Full Time Employee,30319,Less than one year,BI Analyst,Mid level,"$100,000 to $149,999",No,No,Recruiting,"1,000 to 10,000 Employees",Agree,Agree,Strongly agree,Strongly agree,Somewhat agree,Agree
11470272700,Black/African American,Male,25-34,Bachelor's Degree,Full Time Employee,35203,Less than one year,Customer Support,Mid level,"$30,000 to $39,999",No,Yes,Business Support & Logistics,"250 to 1,000 Employees",Agree,Agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree
11470096321,White,M,45-54,Master's Degree or Higher,Full Time Employee,35233,One to five years,Infosec Eng,Mid level,"$80,000 to $89,999",No,No,Education,"More than 10,000 Employees",Neither agree nor disagree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree
11470080756,White,Male,35-44,Bachelor's Degree,Self Employed/Entrepreneur,61548,One to five years,Agency owner,Senior level,"$150,000 or more",Yes,Yes,Insurance,Less than 50 Employees,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11469887805,White,Female,18-24,Bachelor's Degree,Full Time Employee,35233,One to five years,RN,Entry level,"$40,000 to $49,999",No,Yes,Healthcare & Pharmaceuticals,"More than 10,000 Employees",Agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree
11469811230,White,Female,55-64,Bachelor's Degree,Full Time Employee,61547,Five to ten years,,Mid level,"$60,000 to $69,999",Yes,Yes,Manufacturing,"More than 10,000 Employees",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11469772036,White,Male,55-64,Bachelor's Degree,Full Time Employee,36035,Ten years or more,Sales representative,Senior level,Prefer not to answer,No Answer,,"Construction, Machinery, and Homes",Less than 50 Employees,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11469738774,White,Female,25-34,Master's Degree or Higher,Full Time Employee,35222,One to five years,Workforce Programs Specialist,Mid level,"$30,000 to $39,999",Yes,No,Social/Public Services,Less than 50 Employees,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11469650520,White,m,45-54,Bachelor's Degree,Full Time Employee,35244,Ten years or more,,Mid level,"$30,000 to $39,999",No Answer,Yes,,,,,,,,
11469555412,White,Female,35-44,Some High School,Full Time Employee,35121,One to five years,Sever,Mid level,"$10,000 to $19,999",No,No,Food & Beverages,"250 to 1,000 Employees",Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree
11469475702,Hispanic/Latino,Female,18-24,Associate's Degree,Full Time Employee,35205,One to five years,Registered Respiratory therapist,Entry level,"$40,000 to $49,999",Yes,Yes,Healthcare & Pharmaceuticals,"1,000 to 10,000 Employees",Agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree
11469446529,White,Female,18-24,Bachelor's Degree,Full Time Employee,35233,One to five years,Registered Nurse,Mid level,"$40,000 to $49,999",No,No,Healthcare & Pharmaceuticals,"More than 10,000 Employees",Agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Agree,Neither agree nor disagree
11469392010,Black/African American,Male,25-34,Some College,Full Time Employee,35305,Less than one year,Research Specialist,Mid level,"$30,000 to $39,999",Yes,No,Healthcare & Pharmaceuticals,50 to 250 Employees,Strongly agree,Somewhat agree,Agree,Agree,Strongly agree,Strongly agree
11469274160,Asian,Male,35-44,Master's Degree or Higher,Full Time Employee,94538,One to five years,,Senior level,"$150,000 or more",Yes,Yes,Retail & Consumer Durables,"250 to 1,000 Employees",Strongly agree,Agree,Strongly agree,Agree,Agree,Agree
11469268058,White,Female,45-54,Some College,Full Time Employee,35504,Ten years or more,Insurance Coordinator,Senior level,"$30,000 to $39,999",No Answer,Yes,Healthcare & Pharmaceuticals,Less than 50 Employees,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11469181501,White,Male,35-44,Bachelor's Degree,Self Employed/Entrepreneur,35233,Five to ten years,CTO,"C Suite (CEO, CFO, COO, CTO, CSO)",Prefer not to answer,No Answer,,"Telecommunications, Technology, Internet & Electronics",Less than 50 Employees,Agree,Agree,Strongly agree,Agree,Agree,Agree
11469000483,White,Male,25-34,Master's Degree or Higher,Full Time Employee,35124,One to five years,Data Analyst,Entry level,"$80,000 to $89,999",No,Yes,Transportation & Delivery,50 to 250 Employees,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree
11468987602,Hispanic/Latino,Male,45-54,Associate's Degree,Full Time Employee,60601,Ten years or more,Technician,Senior level,"$100,000 to $149,999",Yes,Yes,Airlines & Aerospace (including Defense),"More than 10,000 Employees",Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree
11468896439,White,Male,25-34,Master's Degree or Higher,Full Time Employee,35210,One to five years,Assistant Operations Manager,Senior level,"$100,000 to $149,999",Yes,Yes,"Construction, Machinery, and Homes",50 to 250 Employees,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11468888652,White,Male,35-44,Master's Degree or Higher,Self Employed/Entrepreneur,35203,One to five years,CEO,"C Suite (CEO, CFO, COO, CTO, CSO)","$30,000 to $39,999",No,No,Information Technology and Services,Less than 50 Employees,Agree,Agree,Agree,Agree,Somewhat disagree,Agree
11468475455,Hispanic/Latino,Male,18-24,High School Diploma/GED,Full Time Employee,72762,Five to ten years,Fresh Cap 1 Supervisor,Mid level,"$20,000 to $29,999",Yes,Yes,Advertising & Marketing,"250 to 1,000 Employees",Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree
11468374117,White,Female,25-34,High School Diploma/GED,Self Employed/Entrepreneur,35503,Ten years or more,Director of Operations,Senior level,"$150,000 or more",Yes,No,Transportation & Delivery,Less than 50 Employees,Disagree,Agree,Agree,Agree,Disagree,Agree
11468173786,White,Female,25-34,Bachelor's Degree,Full Time Employee,35233,One to five years,Rn,Mid level,"$40,000 to $49,999",No,Yes,Healthcare & Pharmaceuticals,"1,000 to 10,000 Employees",Somewhat agree,Agree,Agree,Somewhat disagree,Agree,Agree
11468059677,Hispanic/Latino,Male,35-44,High School Diploma/GED,Full Time Employee,76103,One to five years,Maintenance tech,Mid level,"$30,000 to $39,999",Yes,No,Air Conditioning tech,50 to 250 Employees,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree
11468057474,White,Male,25-34,Associate's Degree,Full Time Employee,81321,One to five years,Respiratory Therapist,Mid level,"$70,000 to $79,999",No,Yes,Healthcare & Pharmaceuticals,"250 to 1,000 Employees",Agree,Agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree
11468056735,White,Male,45-54,Master's Degree or Higher,Full Time Employee,35244,Less than one year,Execution Analyst,Mid level,"$70,000 to $79,999",No,No,Finance & Financial Services,"1,000 to 10,000 Employees",Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree
11468055846,Hispanic/Latino,Female,25-34,Some College,Full Time Employee,76134,Five to ten years,Sterile tech,Mid level,"$30,000 to $39,999",Yes,Yes,Healthcare & Pharmaceuticals,"1,000 to 10,000 Employees",Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree
11468028782,White,Male,18-24,Bachelor's Degree,Full Time Employee,35211,One to five years,RN,Entry level,"$40,000 to $49,999",No Answer,Yes,Healthcare & Pharmaceuticals,"1,000 to 10,000 Employees",Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree
11468027747,White,Female,45-54,Associate's Degree,Full Time Employee,35205,One to five years,Sonographer II,Mid level,"$70,000 to $79,999",No,No,Healthcare & Pharmaceuticals,"1,000 to 10,000 Employees",Agree,Agree,Agree,Somewhat agree,Agree,Agree
11468019682,White,Female,25-34,Master's Degree or Higher,Full Time Employee,35233,One to five years,Nurse practitioner,Mid level,"$100,000 to $149,999",Yes,Yes,Healthcare & Pharmaceuticals,"1,000 to 10,000 Employees",Agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree
11468015614,White,Male,45-54,High School Diploma/GED,Self Employed/Entrepreneur,35080,Less than one year,Owner,Senior level,Prefer not to answer,No Answer,,,,,,,,,
11467969853,White,Female,25-34,Associate's Degree,Full Time Employee,35203,Less than one year,Respiratory therapist,Mid level,"$20,000 to $29,999",No,No,Healthcare & Pharmaceuticals,"1,000 to 10,000 Employees",Neither agree nor disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Disagree,Neither agree nor disagree
11467931538,White,female,18-24,Bachelor's Degree,Full Time Employee,35233,Less than one year,Respiratory Therapist,Entry level,"$40,000 to $49,999",No,No,Healthcare & Pharmaceuticals,"More than 10,000 Employees",Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree
11467887833,White,Female,45-54,High School Diploma/GED,Full Time Employee,61938,Ten years or more,SPD Tech,Entry level,"$40,000 to $49,999",No Answer,Yes,Healthcare & Pharmaceuticals,"More than 10,000 Employees",Strongly agree,Agree,Agree,Neither agree nor disagree,Agree,Agree
11467882613,Black/African American,Female,25-34,Bachelor's Degree,Full Time Employee,35243,Less than one year,Financial Services Officer,Entry level,"$30,000 to $39,999",Yes,Yes,Finance & Financial Services,50 to 250 Employees,Agree,Agree,Somewhat agree,Somewhat disagree,Strongly agree,Agree
11467881207,Black/African American,Female,55-64,Associate's Degree,Self Employed/Entrepreneur,45206,One to five years,Director,Senior level,"$30,000 to $39,999",Yes,,Social/Public Services,Less than 50 Employees,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat agree,Disagree,Somewhat agree
11467868992,White,Female,65+,Master's Degree or Higher,Full Time Employee,36102,Ten years or more,Information specialist,Senior level,"$100,000 to $149,999",No Answer,No,Education,"More than 10,000 Employees",Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree
11467843594,White,Female,35-44,Bachelor's Degree,Full Time Employee,35233,Five to ten years,RN,Entry level,"$50,000 to $59,999",No,Yes,Healthcare & Pharmaceuticals,"1,000 to 10,000 Employees",Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Agree
11467836829,White,Female,25-34,Associate's Degree,Full Time Employee,35233,One to five years,Registered Respiratory Therapist,Mid level,"$50,000 to $59,999",No,Yes,Healthcare & Pharmaceuticals,"1,000 to 10,000 Employees",Neither agree nor disagree,Agree,Agree,Disagree,Agree,Neither agree nor disagree
11467835396,White,Female,45-54,Associate's Degree,Full Time Employee,35233,Five to ten years,Registered Respiratory Therapist,Senior level,"$50,000 to $59,999",No,Yes,Healthcare & Pharmaceuticals,"1,000 to 10,000 Employees",Somewhat disagree,Disagree,Somewhat disagree,Disagree,Disagree,Strongly disagree
11467832099,White,Female,45-54,Associate's Degree,Full Time Employee,35222,Ten years or more,Respiratory Therapust,Mid level,"$70,000 to $79,999",Yes,Yes,Healthcare & Pharmaceuticals,"More than 10,000 Employees",Agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree
11467826048,White,Female,35-44,Bachelor's Degree,Full Time Employee,35077,Less than one year,Instructor,Mid level,"$50,000 to $59,999",No,No,Education,"250 to 1,000 Employees",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11467821212,White,Female,25-34,Bachelor's Degree,Temporary/Seasonal,35217,One to five years,PCT,Entry level,"Less than $10,000",Yes,Yes,Healthcare & Pharmaceuticals,"More than 10,000 Employees",Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Agree
11467818866,White,Female,25-34,Master's Degree or Higher,Full Time Employee,35205,Five to ten years,Respiratory Therapist,Mid level,"$60,000 to $69,999",Yes,Yes,Healthcare & Pharmaceuticals,"More than 10,000 Employees",Agree,Agree,Agree,Somewhat agree,Strongly agree,Agree
11467816096,Hispanic/Latino,Female,25-34,Bachelor's Degree,Part Time Employee,35233,One to five years,RN,Senior level,"$50,000 to $59,999",Yes,Yes,Healthcare & Pharmaceuticals,"More than 10,000 Employees",Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,,Somewhat agree
11467815797,Black/African American,Female,25-34,Master's Degree or Higher,Full Time Employee,35206,One to five years,Program Manager 2,Mid level,"$60,000 to $69,999",No,No,Healthcare & Pharmaceuticals,"More than 10,000 Employees",Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree
11467813069,Hispanic/Latino,Female,35-44,Some College,Full Time Employee,91731,Less than one year,Teacher,Mid level,"$30,000 to $39,999",No,No,Education,Less than 50 Employees,Somewhat agree,Disagree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree
11467797347,Hispanic/Latino,Females,35-44,Some College,Full Time Employee,90022,Ten years or more,Associate accounting,Mid level,"$40,000 to $49,999",Yes,Yes,Food & Beverages,"More than 10,000 Employees",Agree,Agree,Agree,Agree,Agree,Agree
11467762643,White,Female,55-64,Bachelor's Degree,Full Time Employee,35180,Ten years or more,RN,Mid level,"$70,000 to $79,999",Yes,Yes,Healthcare & Pharmaceuticals,"More than 10,000 Employees",Agree,Agree,Agree,Somewhat agree,Agree,Agree
11467754840,White,Female,,Bachelor's Degree,Full Time Employee,35209,One to five years,RN,Mid level,Prefer not to answer,No,No,Healthcare & Pharmaceuticals,"1,000 to 10,000 Employees",Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Agree,Somewhat agree
11467741436,White,Male,55-64,Master's Degree or Higher,Self Employed/Entrepreneur,35504,One to five years,None,Senior level,"$50,000 to $59,999",No,No,"Construction, Machinery, and Homes",Less than 50 Employees,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
11467736354,White,Female,18-24,Bachelor's Degree,Full Time Employee,35233,One to five years,Rn,Entry level,"$50,000 to $59,999",Yes,Yes,Healthcare & Pharmaceuticals,"More than 10,000 Employees",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11467731237,White,Female,25-34,Bachelor's Degree,Part Time Employee,35233,One to five years,Registered Nurse,Entry level,"$30,000 to $39,999",No,Yes,Healthcare & Pharmaceuticals,"More than 10,000 Employees",Somewhat agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Agree
11467718895,White,Male,45-54,Associate's Degree,Self Employed/Entrepreneur,35501,Ten years or more,Owner,Owner/president,"$50,000 to $59,999",No Answer,,Information Technology and Services,Less than 50 Employees,Agree,Agree,Agree,Agree,Agree,Agree
11467700272,White,Male,55-64,Associate's Degree,Full Time Employee,36250,Ten years or more,Engineer,Senior level,"$70,000 to $79,999",Yes,Yes,"Construction, Machinery, and Homes",Less than 50 Employees,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree
11467693017,White,Female,25-34,Associate's Degree,Part Time Employee,35294,One to five years,Registered Respiratory Therapist,Mid level,"$10,000 to $19,999",No,Yes,Healthcare & Pharmaceuticals,"More than 10,000 Employees",Somewhat disagree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree
11467684168,Hispanic/Latino,Male,45-54,Some College,Part Time Employee,90042,Five to ten years,In home supportive services,Entry level,"Less than $10,000",No,No,Education,"More than 10,000 Employees",Strongly agree,Agree,Agree,Somewhat agree,Agree,Agree
11467630908,White,Female,18-24,Bachelor's Degree,Full Time Employee,35233,One to five years,RN,Entry level,"$40,000 to $49,999",No,Yes,Healthcare & Pharmaceuticals,"1,000 to 10,000 Employees",Agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree
11467614495,Hispanic/Latino,Female,45-54,Some College,Full Time Employee,90255,Less than one year,Registrar,Mid level,"$50,000 to $59,999",Yes,No,Education,"1,000 to 10,000 Employees",Agree,Disagree,Agree,Disagree,Somewhat agree,Neither agree nor disagree
11467610597,White,Female,25-34,Associate's Degree,Full Time Employee,35233,Less than one year,RN,Entry level,"$80,000 to $89,999",No,No,Healthcare & Pharmaceuticals,"1,000 to 10,000 Employees",Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree
11467609685,Hispanic/Latino,Female,25-34,High School Diploma/GED,Full Time Employee,72719,Five to ten years,Farmer,Entry level,"$30,000 to $39,999",No,Yes,Agriculture,50 to 250 Employees,Strongly agree,Agree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree
11467600612,White,Female,45-54,Some College,Full Time Employee,35501,Five to ten years,Paralegal,Mid level,"$40,000 to $49,999",No,Yes,Legal Services,Less than 50 Employees,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11467507270,White,Male,45-54,Master's Degree or Higher,Full Time Employee,45011,Ten years or more,CRNA,Senior level,"$150,000 or more",No Answer,Yes,Healthcare & Pharmaceuticals,50 to 250 Employees,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree
11467418435,Black/African American,Female,18-24,Some College,Part Time Employee,35216,One to five years,Personal Shopper,Entry level,"$10,000 to $19,999",No,No,Retail & Consumer Durables,"More than 10,000 Employees",Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,
11467386380,White,Female,18-24,Associate's Degree,Full Time Employee,35233,Less than one year,Nurse,Entry level,"$50,000 to $59,999",No,No,Healthcare & Pharmaceuticals,"More than 10,000 Employees",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11467284480,White,Female,25-34,Associate's Degree,Full Time Employee,35294,Less than one year,Sonographer,Mid level,"$60,000 to $69,999",No,Yes,Healthcare & Pharmaceuticals,"More than 10,000 Employees",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11467253340,White,Female,45-54,Some College,Full Time Employee,35203,Five to ten years,Administration,Mid level,"$60,000 to $69,999",No,Yes,,,,,,,,
